RevisionNumber,ISO3,CTSCode,Year,RevisionDate,Notes
7863,RWA,ECCS,2001,2026-04-01,synthetic revision
7864,SPM,ECCS,2001,2026-04-01,synthetic revision
7865,WSM,ECCS,2001,2026-04-01,synthetic revision
7866,SMR,ECCS,2001,2026-04-01,synthetic revision
7867,STP,ECCS,2001,2026-04-01,synthetic revision
7868,SAU,ECCS,2001,2026-04-01,synthetic revision
7869,SEN,ECCS,2001,2026-04-01,synthetic revision
7870,SYC,ECCS,2001,2026-04-01,synthetic revision
7871,SLE,ECCS,2001,2026-04-01,synthetic revision
7872,SGP,ECCS,2001,2026-04-01,synthetic revision
7873,SVK,ECCS,2001,2026-04-01,synthetic revision
7874,SVN,ECCS,2001,2026-04-01,synthetic revision
7875,SOM,ECCS,2001,2026-04-01,synthetic revision
7876,ZAF,ECCS,2001,2026-04-01,synthetic revision
7877,ESP,ECCS,2001,2026-04-01,synthetic revision
7878,LKA,ECCS,2001,2026-04-01,synthetic revision
7879,LCA,ECCS,2001,2026-04-01,synthetic revision
7880,VCT,ECCS,2001,2026-04-01,synthetic revision
7881,SUR,ECCS,2001,2026-04-01,synthetic revision
7882,SJM,ECCS,2001,2026-04-01,synthetic revision
7883,SWE,ECCS,2001,2026-04-01,synthetic revision
7884,CHE,ECCS,2001,2026-04-01,synthetic revision
7885,SYR,ECCS,2001,2026-04-01,synthetic revision
7886,TWN,ECCS,2001,2026-04-01,synthetic revision
7887,TJK,ECCS,2001,2026-04-01,synthetic revision
7888,TZA,ECCS,2001,2026-04-01,synthetic revision
7889,THA,ECCS,2001,2026-04-01,synthetic revision
7890,TGO,ECCS,2001,2026-04-01,synthetic revision
7891,TON,ECCS,2001,2026-04-01,synthetic revision
7892,TTO,ECCS,2001,2026-04-01,synthetic revision
7893,TUN,ECCS,2001,2026-04-01,synthetic revision
7894,TKM,ECCS,2001,2026-04-01,synthetic revision
7895,TUV,ECCS,2001,2026-04-01,synthetic revision
7896,UGA,ECCS,2001,2026-04-01,synthetic revision
7897,UKR,ECCS,2001,2026-04-01,synthetic revision
7898,ARE,ECCS,2001,2026-04-01,synthetic revision
7899,GBR,ECCS,2001,2026-04-01,synthetic revision
7900,USA,ECCS,2001,2026-04-01,synthetic revision
7901,VIR,ECCS,2001,2026-04-01,synthetic revision
7902,URY,ECCS,2001,2026-04-01,synthetic revision
7903,UZB,ECCS,2001,2026-04-01,synthetic revision
7904,VUT,ECCS,2001,2026-04-01,synthetic revision
7905,VEN,ECCS,2001,2026-04-01,synthetic revision
7906,VNM,ECCS,2001,2026-04-01,synthetic revision
7907,WLF,ECCS,2001,2026-04-01,synthetic revision
7908,PSE,ECCS,2001,2026-04-01,synthetic revision
7909,ESH,ECCS,2001,2026-04-01,synthetic revision
7910,ZMB,ECCS,2001,2026-04-01,synthetic revision
7911,ZWE,ECCS,2001,2026-04-01,synthetic revision
7912,AFG,ECCS,2002,2026-04-01,synthetic revision
7913,ALB,ECCS,2002,2026-04-01,synthetic revision
7914,DZA,ECCS,2002,2026-04-01,synthetic revision
7915,ASM,ECCS,2002,2026-04-01,synthetic revision
7916,AND,ECCS,2002,2026-04-01,synthetic revision
7917,AGO,ECCS,2002,2026-04-01,synthetic revision
7918,AIA,ECCS,2002,2026-04-01,synthetic revision
7919,ATG,ECCS,2002,2026-04-01,synthetic revision
7920,ARG,ECCS,2002,2026-04-01,synthetic revision
7921,ARM,ECCS,2002,2026-04-01,synthetic revision
7922,ABW,ECCS,2002,2026-04-01,synthetic revision
7923,AUS,ECCS,2002,2026-04-01,synthetic revision
7924,AUT,ECCS,2002,2026-04-01,synthetic revision
7925,AZE,ECCS,2002,2026-04-01,synthetic revision
7926,BHS,ECCS,2002,2026-04-01,synthetic revision
7927,BHR,ECCS,2002,2026-04-01,synthetic revision
7928,BGD,ECCS,2002,2026-04-01,synthetic revision
7929,BRB,ECCS,2002,2026-04-01,synthetic revision
7930,BLR,ECCS,2002,2026-04-01,synthetic revision
7931,BEL,ECCS,2002,2026-04-01,synthetic revision
7932,BLZ,ECCS,2002,2026-04-01,synthetic revision
7933,BEN,ECCS,2002,2026-04-01,synthetic revision
7934,BTN,ECCS,2002,2026-04-01,synthetic revision
7935,BOL,ECCS,2002,2026-04-01,synthetic revision
7936,BIH,ECCS,2002,2026-04-01,synthetic revision
7937,BWA,ECCS,2002,2026-04-01,synthetic revision
7938,BRA,ECCS,2002,2026-04-01,synthetic revision
7939,VGB,ECCS,2002,2026-04-01,synthetic revision
7940,BRN,ECCS,2002,2026-04-01,synthetic revision
7941,BGR,ECCS,2002,2026-04-01,synthetic revision
7942,BFA,ECCS,2002,2026-04-01,synthetic revision
7943,BDI,ECCS,2002,2026-04-01,synthetic revision
7944,CPV,ECCS,2002,2026-04-01,synthetic revision
7945,KHM,ECCS,2002,2026-04-01,synthetic revision
7946,CMR,ECCS,2002,2026-04-01,synthetic revision
7947,CAN,ECCS,2002,2026-04-01,synthetic revision
7948,CAF,ECCS,2002,2026-04-01,synthetic revision
7949,TCD,ECCS,2002,2026-04-01,synthetic revision
7950,CHL,ECCS,2002,2026-04-01,synthetic revision
7951,HKG,ECCS,2002,2026-04-01,synthetic revision
7952,MAC,ECCS,2002,2026-04-01,synthetic revision
7953,CHN,ECCS,2002,2026-04-01,synthetic revision
7954,COL,ECCS,2002,2026-04-01,synthetic revision
7955,COM,ECCS,2002,2026-04-01,synthetic revision
7956,COD,ECCS,2002,2026-04-01,synthetic revision
7957,COG,ECCS,2002,2026-04-01,synthetic revision
7958,COK,ECCS,2002,2026-04-01,synthetic revision
7959,CRI,ECCS,2002,2026-04-01,synthetic revision
7960,HRV,ECCS,2002,2026-04-01,synthetic revision
7961,CUB,ECCS,2002,2026-04-01,synthetic revision
7962,CYP,ECCS,2002,2026-04-01,synthetic revision
7963,CZE,ECCS,2002,2026-04-01,synthetic revision
7964,DNK,ECCS,2002,2026-04-01,synthetic revision
7965,DJI,ECCS,2002,2026-04-01,synthetic revision
7966,DMA,ECCS,2002,2026-04-01,synthetic revision
7967,DOM,ECCS,2002,2026-04-01,synthetic revision
7968,ECU,ECCS,2002,2026-04-01,synthetic revision
7969,EGY,ECCS,2002,2026-04-01,synthetic revision
7970,SLV,ECCS,2002,2026-04-01,synthetic revision
7971,GNQ,ECCS,2002,2026-04-01,synthetic revision
7972,ERI,ECCS,2002,2026-04-01,synthetic revision
7973,EST,ECCS,2002,2026-04-01,synthetic revision
7974,SWZ,ECCS,2002,2026-04-01,synthetic revision
7975,ETH,ECCS,2002,2026-04-01,synthetic revision
7976,FRO,ECCS,2002,2026-04-01,synthetic revision
7977,FJI,ECCS,2002,2026-04-01,synthetic revision
7978,FIN,ECCS,2002,2026-04-01,synthetic revision
7979,FRA,ECCS,2002,2026-04-01,synthetic revision
7980,PYF,ECCS,2002,2026-04-01,synthetic revision
7981,GAB,ECCS,2002,2026-04-01,synthetic revision
7982,GMB,ECCS,2002,2026-04-01,synthetic revision
7983,GEO,ECCS,2002,2026-04-01,synthetic revision
7984,DEU,ECCS,2002,2026-04-01,synthetic revision
7985,GHA,ECCS,2002,2026-04-01,synthetic revision
7986,GIB,ECCS,2002,2026-04-01,synthetic revision
7987,GRC,ECCS,2002,2026-04-01,synthetic revision
7988,GRL,ECCS,2002,2026-04-01,synthetic revision
7989,GRD,ECCS,2002,2026-04-01,synthetic revision
7990,GLP,ECCS,2002,2026-04-01,synthetic revision
7991,GTM,ECCS,2002,2026-04-01,synthetic revision
7992,GUF,ECCS,2002,2026-04-01,synthetic revision
7993,GIN,ECCS,2002,2026-04-01,synthetic revision
7994,GNB,ECCS,2002,2026-04-01,synthetic revision
7995,GUY,ECCS,2002,2026-04-01,synthetic revision
7996,HTI,ECCS,2002,2026-04-01,synthetic revision
7997,VAT,ECCS,2002,2026-04-01,synthetic revision
7998,HND,ECCS,2002,2026-04-01,synthetic revision
7999,HUN,ECCS,2002,2026-04-01,synthetic revision
8000,ISL,ECCS,2002,2026-04-01,synthetic revision
8001,IND,ECCS,2002,2026-04-01,synthetic revision
8002,IDN,ECCS,2002,2026-04-01,synthetic revision
8003,IRN,ECCS,2002,2026-04-01,synthetic revision
8004,IRQ,ECCS,2002,2026-04-01,synthetic revision
8005,IRL,ECCS,2002,2026-04-01,synthetic revision
8006,IMN,ECCS,2002,2026-04-01,synthetic revision
8007,ISR,ECCS,2002,2026-04-01,synthetic revision
8008,ITA,ECCS,2002,2026-04-01,synthetic revision
8009,JAM,ECCS,2002,2026-04-01,synthetic revision
8010,JPN,ECCS,2002,2026-04-01,synthetic revision
8011,JOR,ECCS,2002,2026-04-01,synthetic revision
8012,KAZ,ECCS,2002,2026-04-01,synthetic revision
8013,KEN,ECCS,2002,2026-04-01,synthetic revision
8014,KIR,ECCS,2002,2026-04-01,synthetic revision
8015,PRK,ECCS,2002,2026-04-01,synthetic revision
8016,KOR,ECCS,2002,2026-04-01,synthetic revision
8017,KWT,ECCS,2002,2026-04-01,synthetic revision
8018,KGZ,ECCS,2002,2026-04-01,synthetic revision
8019,LAO,ECCS,2002,2026-04-01,synthetic revision
8020,LVA,ECCS,2002,2026-04-01,synthetic revision
8021,LBN,ECCS,2002,2026-04-01,synthetic revision
8022,LSO,ECCS,2002,2026-04-01,synthetic revision
8023,LBR,ECCS,2002,2026-04-01,synthetic revision
8024,LBY,ECCS,2002,2026-04-01,synthetic revision
8025,LIE,ECCS,2002,2026-04-01,synthetic revision
8026,LTU,ECCS,2002,2026-04-01,synthetic revision
8027,LUX,ECCS,2002,2026-04-01,synthetic revision
8028,MDG,ECCS,2002,2026-04-01,synthetic revision
8029,MWI,ECCS,2002,2026-04-01,synthetic revision
8030,MYS,ECCS,2002,2026-04-01,synthetic revision
8031,MDV,ECCS,2002,2026-04-01,synthetic revision
8032,MLI,ECCS,2002,2026-04-01,synthetic revision
8033,MLT,ECCS,2002,2026-04-01,synthetic revision
8034,MHL,ECCS,2002,2026-04-01,synthetic revision
8035,MTQ,ECCS,2002,2026-04-01,synthetic revision
8036,MRT,ECCS,2002,2026-04-01,synthetic revision
8037,MUS,ECCS,2002,2026-04-01,synthetic revision
8038,MYT,ECCS,2002,2026-04-01,synthetic revision
8039,MEX,ECCS,2002,2026-04-01,synthetic revision
8040,FSM,ECCS,2002,2026-04-01,synthetic revision
8041,MDA,ECCS,2002,2026-04-01,synthetic revision
8042,MCO,ECCS,2002,2026-04-01,synthetic revision
8043,MNG,ECCS,2002,2026-04-01,synthetic revision
8044,MSR,ECCS,2002,2026-04-01,synthetic revision
8045,MAR,ECCS,2002,2026-04-01,synthetic revision
8046,MOZ,ECCS,2002,2026-04-01,synthetic revision
8047,MMR,ECCS,2002,2026-04-01,synthetic revision
8048,NPL,ECCS,2002,2026-04-01,synthetic revision
8049,NLD,ECCS,2002,2026-04-01,synthetic revision
8050,NCL,ECCS,2002,2026-04-01,synthetic revision
8051,NZL,ECCS,2002,2026-04-01,synthetic revision
8052,NIC,ECCS,2002,2026-04-01,synthetic revision
8053,NER,ECCS,2002,2026-04-01,synthetic revision
8054,NGA,ECCS,2002,2026-04-01,synthetic revision
8055,NFK,ECCS,2002,2026-04-01,synthetic revision
8056,MKD,ECCS,2002,2026-04-01,synthetic revision
8057,NOR,ECCS,2002,2026-04-01,synthetic revision
8058,OMN,ECCS,2002,2026-04-01,synthetic revision
8059,PAK,ECCS,2002,2026-04-01,synthetic revision
8060,PLW,ECCS,2002,2026-04-01,synthetic revision
8061,PAN,ECCS,2002,2026-04-01,synthetic revision
8062,PNG,ECCS,2002,2026-04-01,synthetic revision
8063,PRY,ECCS,2002,2026-04-01,synthetic revision
8064,PER,ECCS,2002,2026-04-01,synthetic revision
8065,PHL,ECCS,2002,2026-04-01,synthetic revision
8066,PCN,ECCS,2002,2026-04-01,synthetic revision
8067,POL,ECCS,2002,2026-04-01,synthetic revision
8068,PRT,ECCS,2002,2026-04-01,synthetic revision
8069,PRI,ECCS,2002,2026-04-01,synthetic revision
8070,QAT,ECCS,2002,2026-04-01,synthetic revision
8071,ROU,ECCS,2002,2026-04-01,synthetic revision
8072,RUS,ECCS,2002,2026-04-01,synthetic revision
8073,RWA,ECCS,2002,2026-04-01,synthetic revision
8074,SPM,ECCS,2002,2026-04-01,synthetic revision
8075,WSM,ECCS,2002,2026-04-01,synthetic revision
8076,SMR,ECCS,2002,2026-04-01,synthetic revision
8077,STP,ECCS,2002,2026-04-01,synthetic revision
8078,SAU,ECCS,2002,2026-04-01,synthetic revision
8079,SEN,ECCS,2002,2026-04-01,synthetic revision
8080,SYC,ECCS,2002,2026-04-01,synthetic revision
8081,SLE,ECCS,2002,2026-04-01,synthetic revision
8082,SGP,ECCS,2002,2026-04-01,synthetic revision
8083,SVK,ECCS,2002,2026-04-01,synthetic revision
8084,SVN,ECCS,2002,2026-04-01,synthetic revision
8085,SOM,ECCS,2002,2026-04-01,synthetic revision
8086,ZAF,ECCS,2002,2026-04-01,synthetic revision
8087,ESP,ECCS,2002,2026-04-01,synthetic revision
8088,LKA,ECCS,2002,2026-04-01,synthetic revision
8089,KNA,ECCS,2002,2026-04-01,synthetic revision
8090,LCA,ECCS,2002,2026-04-01,synthetic revision
8091,VCT,ECCS,2002,2026-04-01,synthetic revision
8092,SUR,ECCS,2002,2026-04-01,synthetic revision
8093,SJM,ECCS,2002,2026-04-01,synthetic revision
8094,SWE,ECCS,2002,2026-04-01,synthetic revision
8095,CHE,ECCS,2002,2026-04-01,synthetic revision
8096,SYR,ECCS,2002,2026-04-01,synthetic revision
8097,TWN,ECCS,2002,2026-04-01,synthetic revision
8098,TJK,ECCS,2002,2026-04-01,synthetic revision
8099,TZA,ECCS,2002,2026-04-01,synthetic revision
8100,THA,ECCS,2002,2026-04-01,synthetic revision
8101,TGO,ECCS,2002,2026-04-01,synthetic revision
8102,TON,ECCS,2002,2026-04-01,synthetic revision
8103,TTO,ECCS,2002,2026-04-01,synthetic revision
8104,TUN,ECCS,2002,2026-04-01,synthetic revision
8105,TKM,ECCS,2002,2026-04-01,synthetic revision
8106,TUV,ECCS,2002,2026-04-01,synthetic revision
8107,UGA,ECCS,2002,2026-04-01,synthetic revision
8108,UKR,ECCS,2002,2026-04-01,synthetic revision
8109,ARE,ECCS,2002,2026-04-01,synthetic revision
8110,GBR,ECCS,2002,2026-04-01,synthetic revision
8111,USA,ECCS,2002,2026-04-01,synthetic revision
8112,VIR,ECCS,2002,2026-04-01,synthetic revision
8113,URY,ECCS,2002,2026-04-01,synthetic revision
8114,UZB,ECCS,2002,2026-04-01,synthetic revision
8115,VUT,ECCS,2002,2026-04-01,synthetic revision
8116,VEN,ECCS,2002,2026-04-01,synthetic revision
8117,VNM,ECCS,2002,2026-04-01,synthetic revision
8118,WLF,ECCS,2002,2026-04-01,synthetic revision
8119,PSE,ECCS,2002,2026-04-01,synthetic revision
8120,ESH,ECCS,2002,2026-04-01,synthetic revision
8121,ZMB,ECCS,2002,2026-04-01,synthetic revision
8122,ZWE,ECCS,2002,2026-04-01,synthetic revision
8123,AFG,ECCS,2003,2026-04-01,synthetic revision
8124,ALB,ECCS,2003,2026-04-01,synthetic revision
8125,DZA,ECCS,2003,2026-04-01,synthetic revision
8126,ASM,ECCS,2003,2026-04-01,synthetic revision
8127,AND,ECCS,2003,2026-04-01,synthetic revision
8128,AGO,ECCS,2003,2026-04-01,synthetic revision
8129,AIA,ECCS,2003,2026-04-01,synthetic revision
8130,ATG,ECCS,2003,2026-04-01,synthetic revision
8131,ARG,ECCS,2003,2026-04-01,synthetic revision
8132,ARM,ECCS,2003,2026-04-01,synthetic revision
8133,ABW,ECCS,2003,2026-04-01,synthetic revision
8134,AUS,ECCS,2003,2026-04-01,synthetic revision
8135,AUT,ECCS,2003,2026-04-01,synthetic revision
8136,AZE,ECCS,2003,2026-04-01,synthetic revision
8137,BHS,ECCS,2003,2026-04-01,synthetic revision
8138,BHR,ECCS,2003,2026-04-01,synthetic revision
8139,BGD,ECCS,2003,2026-04-01,synthetic revision
8140,BRB,ECCS,2003,2026-04-01,synthetic revision
8141,BLR,ECCS,2003,2026-04-01,synthetic revision
8142,BEL,ECCS,2003,2026-04-01,synthetic revision
8143,BLZ,ECCS,2003,2026-04-01,synthetic revision
8144,BEN,ECCS,2003,2026-04-01,synthetic revision
8145,BTN,ECCS,2003,2026-04-01,synthetic revision
8146,BOL,ECCS,2003,2026-04-01,synthetic revision
8147,BIH,ECCS,2003,2026-04-01,synthetic revision
8148,BWA,ECCS,2003,2026-04-01,synthetic revision
8149,BRA,ECCS,2003,2026-04-01,synthetic revision
8150,VGB,ECCS,2003,2026-04-01,synthetic revision
8151,BRN,ECCS,2003,2026-04-01,synthetic revision
8152,BGR,ECCS,2003,2026-04-01,synthetic revision
8153,BFA,ECCS,2003,2026-04-01,synthetic revision
8154,BDI,ECCS,2003,2026-04-01,synthetic revision
8155,CPV,ECCS,2003,2026-04-01,synthetic revision
8156,KHM,ECCS,2003,2026-04-01,synthetic revision
8157,CMR,ECCS,2003,2026-04-01,synthetic revision
8158,CAN,ECCS,2003,2026-04-01,synthetic revision
8159,CAF,ECCS,2003,2026-04-01,synthetic revision
8160,TCD,ECCS,2003,2026-04-01,synthetic revision
8161,CHL,ECCS,2003,2026-04-01,synthetic revision
8162,HKG,ECCS,2003,2026-04-01,synthetic revision
8163,MAC,ECCS,2003,2026-04-01,synthetic revision
8164,CHN,ECCS,2003,2026-04-01,synthetic revision
8165,COL,ECCS,2003,2026-04-01,synthetic revision
8166,COM,ECCS,2003,2026-04-01,synthetic revision
8167,COD,ECCS,2003,2026-04-01,synthetic revision
8168,COG,ECCS,2003,2026-04-01,synthetic revision
8169,COK,ECCS,2003,2026-04-01,synthetic revision
8170,CRI,ECCS,2003,2026-04-01,synthetic revision
8171,HRV,ECCS,2003,2026-04-01,synthetic revision
8172,CUB,ECCS,2003,2026-04-01,synthetic revision
8173,CYP,ECCS,2003,2026-04-01,synthetic revision
8174,CZE,ECCS,2003,2026-04-01,synthetic revision
8175,DNK,ECCS,2003,2026-04-01,synthetic revision
8176,DJI,ECCS,2003,2026-04-01,synthetic revision
8177,DMA,ECCS,2003,2026-04-01,synthetic revision
8178,DOM,ECCS,2003,2026-04-01,synthetic revision
8179,ECU,ECCS,2003,2026-04-01,synthetic revision
8180,EGY,ECCS,2003,2026-04-01,synthetic revision
8181,SLV,ECCS,2003,2026-04-01,synthetic revision
8182,GNQ,ECCS,2003,2026-04-01,synthetic revision
8183,ERI,ECCS,2003,2026-04-01,synthetic revision
8184,EST,ECCS,2003,2026-04-01,synthetic revision
8185,SWZ,ECCS,2003,2026-04-01,synthetic revision
8186,ETH,ECCS,2003,2026-04-01,synthetic revision
8187,FRO,ECCS,2003,2026-04-01,synthetic revision
8188,FJI,ECCS,2003,2026-04-01,synthetic revision
8189,FIN,ECCS,2003,2026-04-01,synthetic revision
8190,FRA,ECCS,2003,2026-04-01,synthetic revision
8191,PYF,ECCS,2003,2026-04-01,synthetic revision
8192,GAB,ECCS,2003,2026-04-01,synthetic revision
8193,GMB,ECCS,2003,2026-04-01,synthetic revision
8194,GEO,ECCS,2003,2026-04-01,synthetic revision
8195,DEU,ECCS,2003,2026-04-01,synthetic revision
8196,GHA,ECCS,2003,2026-04-01,synthetic revision
8197,GIB,ECCS,2003,2026-04-01,synthetic revision
8198,GRC,ECCS,2003,2026-04-01,synthetic revision
8199,GRL,ECCS,2003,2026-04-01,synthetic revision
8200,GRD,ECCS,2003,2026-04-01,synthetic revision
8201,GLP,ECCS,2003,2026-04-01,synthetic revision
8202,GTM,ECCS,2003,2026-04-01,synthetic revision
8203,GUF,ECCS,2003,2026-04-01,synthetic revision
8204,GIN,ECCS,2003,2026-04-01,synthetic revision
8205,GNB,ECCS,2003,2026-04-01,synthetic revision
8206,GUY,ECCS,2003,2026-04-01,synthetic revision
8207,HTI,ECCS,2003,2026-04-01,synthetic revision
8208,VAT,ECCS,2003,2026-04-01,synthetic revision
8209,HND,ECCS,2003,2026-04-01,synthetic revision
8210,HUN,ECCS,2003,2026-04-01,synthetic revision
8211,ISL,ECCS,2003,2026-04-01,synthetic revision
8212,IND,ECCS,2003,2026-04-01,synthetic revision
8213,IDN,ECCS,2003,2026-04-01,synthetic revision
8214,IRN,ECCS,2003,2026-04-01,synthetic revision
8215,IRQ,ECCS,2003,2026-04-01,synthetic revision
8216,IRL,ECCS,2003,2026-04-01,synthetic revision
8217,IMN,ECCS,2003,2026-04-01,synthetic revision
8218,ISR,ECCS,2003,2026-04-01,synthetic revision
8219,ITA,ECCS,2003,2026-04-01,synthetic revision
8220,JAM,ECCS,2003,2026-04-01,synthetic revision
8221,JPN,ECCS,2003,2026-04-01,synthetic revision
8222,JOR,ECCS,2003,2026-04-01,synthetic revision
8223,KAZ,ECCS,2003,2026-04-01,synthetic revision
8224,KEN,ECCS,2003,2026-04-01,synthetic revision
8225,KIR,ECCS,2003,2026-04-01,synthetic revision
8226,PRK,ECCS,2003,2026-04-01,synthetic revision
8227,KOR,ECCS,2003,2026-04-01,synthetic revision
8228,KWT,ECCS,2003,2026-04-01,synthetic revision
8229,KGZ,ECCS,2003,2026-04-01,synthetic revision
8230,LAO,ECCS,2003,2026-04-01,synthetic revision
8231,LVA,ECCS,2003,2026-04-01,synthetic revision
8232,LBN,ECCS,2003,2026-04-01,synthetic revision
8233,LSO,ECCS,2003,2026-04-01,synthetic revision
8234,LBR,ECCS,2003,2026-04-01,synthetic revision
8235,LBY,ECCS,2003,2026-04-01,synthetic revision
8236,LIE,ECCS,2003,2026-04-01,synthetic revision
8237,LTU,ECCS,2003,2026-04-01,synthetic revision
8238,LUX,ECCS,2003,2026-04-01,synthetic revision
8239,MDG,ECCS,2003,2026-04-01,synthetic revision
8240,MWI,ECCS,2003,2026-04-01,synthetic revision
8241,MYS,ECCS,2003,2026-04-01,synthetic revision
8242,MDV,ECCS,2003,2026-04-01,synthetic revision
8243,MLI,ECCS,2003,2026-04-01,synthetic revision
8244,MLT,ECCS,2003,2026-04-01,synthetic revision
8245,MHL,ECCS,2003,2026-04-01,synthetic revision
8246,MTQ,ECCS,2003,2026-04-01,synthetic revision
8247,MRT,ECCS,2003,2026-04-01,synthetic revision
8248,MUS,ECCS,2003,2026-04-01,synthetic revision
8249,MYT,ECCS,2003,2026-04-01,synthetic revision
8250,MEX,ECCS,2003,2026-04-01,synthetic revision
8251,FSM,ECCS,2003,2026-04-01,synthetic revision
8252,MDA,ECCS,2003,2026-04-01,synthetic revision
8253,MCO,ECCS,2003,2026-04-01,synthetic revision
8254,MNG,ECCS,2003,2026-04-01,synthetic revision
8255,MSR,ECCS,2003,2026-04-01,synthetic revision
8256,MAR,ECCS,2003,2026-04-01,synthetic revision
8257,MOZ,ECCS,2003,2026-04-01,synthetic revision
8258,MMR,ECCS,2003,2026-04-01,synthetic revision
8259,NPL,ECCS,2003,2026-04-01,synthetic revision
8260,NLD,ECCS,2003,2026-04-01,synthetic revision
8261,NCL,ECCS,2003,2026-04-01,synthetic revision
8262,NZL,ECCS,2003,2026-04-01,synthetic revision
8263,NIC,ECCS,2003,2026-04-01,synthetic revision
8264,NER,ECCS,2003,2026-04-01,synthetic revision
8265,NGA,ECCS,2003,2026-04-01,synthetic revision
8266,NFK,ECCS,2003,2026-04-01,synthetic revision
8267,MKD,ECCS,2003,2026-04-01,synthetic revision
8268,NOR,ECCS,2003,2026-04-01,synthetic revision
8269,OMN,ECCS,2003,2026-04-01,synthetic revision
8270,PAK,ECCS,2003,2026-04-01,synthetic revision
8271,PLW,ECCS,2003,2026-04-01,synthetic revision
8272,PAN,ECCS,2003,2026-04-01,synthetic revision
8273,PNG,ECCS,2003,2026-04-01,synthetic revision
8274,PRY,ECCS,2003,2026-04-01,synthetic revision
8275,PER,ECCS,2003,2026-04-01,synthetic revision
8276,PHL,ECCS,2003,2026-04-01,synthetic revision
8277,PCN,ECCS,2003,2026-04-01,synthetic revision
8278,POL,ECCS,2003,2026-04-01,synthetic revision
8279,PRT,ECCS,2003,2026-04-01,synthetic revision
8280,PRI,ECCS,2003,2026-04-01,synthetic revision
8281,QAT,ECCS,2003,2026-04-01,synthetic revision
8282,ROU,ECCS,2003,2026-04-01,synthetic revision
8283,RUS,ECCS,2003,2026-04-01,synthetic revision
8284,RWA,ECCS,2003,2026-04-01,synthetic revision
8285,SPM,ECCS,2003,2026-04-01,synthetic revision
8286,WSM,ECCS,2003,2026-04-01,synthetic revision
8287,SMR,ECCS,2003,2026-04-01,synthetic revision
8288,STP,ECCS,2003,2026-04-01,synthetic revision
8289,SAU,ECCS,2003,2026-04-01,synthetic revision
8290,SEN,ECCS,2003,2026-04-01,synthetic revision
8291,SYC,ECCS,2003,2026-04-01,synthetic revision
8292,SLE,ECCS,2003,2026-04-01,synthetic revision
8293,SGP,ECCS,2003,2026-04-01,synthetic revision
8294,SVK,ECCS,2003,2026-04-01,synthetic revision
8295,SVN,ECCS,2003,2026-04-01,synthetic revision
8296,SLB,ECCS,2003,2026-04-01,synthetic revision
8297,SOM,ECCS,2003,2026-04-01,synthetic revision
8298,ZAF,ECCS,2003,2026-04-01,synthetic revision
8299,ESP,ECCS,2003,2026-04-01,synthetic revision
8300,LKA,ECCS,2003,2026-04-01,synthetic revision
8301,KNA,ECCS,2003,2026-04-01,synthetic revision
8302,LCA,ECCS,2003,2026-04-01,synthetic revision
8303,VCT,ECCS,2003,2026-04-01,synthetic revision
8304,SUR,ECCS,2003,2026-04-01,synthetic revision
8305,SJM,ECCS,2003,2026-04-01,synthetic revision
8306,SWE,ECCS,2003,2026-04-01,synthetic revision
8307,CHE,ECCS,2003,2026-04-01,synthetic revision
8308,SYR,ECCS,2003,2026-04-01,synthetic revision
8309,TWN,ECCS,2003,2026-04-01,synthetic revision
8310,TJK,ECCS,2003,2026-04-01,synthetic revision
8311,TZA,ECCS,2003,2026-04-01,synthetic revision
8312,THA,ECCS,2003,2026-04-01,synthetic revision
8313,TLS,ECCS,2003,2026-04-01,synthetic revision
8314,TGO,ECCS,2003,2026-04-01,synthetic revision
8315,TON,ECCS,2003,2026-04-01,synthetic revision
8316,TTO,ECCS,2003,2026-04-01,synthetic revision
8317,TUN,ECCS,2003,2026-04-01,synthetic revision
8318,TKM,ECCS,2003,2026-04-01,synthetic revision
8319,TUV,ECCS,2003,2026-04-01,synthetic revision
8320,UGA,ECCS,2003,2026-04-01,synthetic revision
8321,UKR,ECCS,2003,2026-04-01,synthetic revision
8322,ARE,ECCS,2003,2026-04-01,synthetic revision
8323,GBR,ECCS,2003,2026-04-01,synthetic revision
8324,USA,ECCS,2003,2026-04-01,synthetic revision
8325,VIR,ECCS,2003,2026-04-01,synthetic revision
8326,URY,ECCS,2003,2026-04-01,synthetic revision
8327,UZB,ECCS,2003,2026-04-01,synthetic revision
8328,VUT,ECCS,2003,2026-04-01,synthetic revision
8329,VEN,ECCS,2003,2026-04-01,synthetic revision
8330,VNM,ECCS,2003,2026-04-01,synthetic revision
8331,WLF,ECCS,2003,2026-04-01,synthetic revision
8332,PSE,ECCS,2003,2026-04-01,synthetic revision
8333,ESH,ECCS,2003,2026-04-01,synthetic revision
8334,ZMB,ECCS,2003,2026-04-01,synthetic revision
8335,ZWE,ECCS,2003,2026-04-01,synthetic revision
8336,AFG,ECCS,2004,2026-04-01,synthetic revision
8337,ALB,ECCS,2004,2026-04-01,synthetic revision
8338,DZA,ECCS,2004,2026-04-01,synthetic revision
8339,ASM,ECCS,2004,2026-04-01,synthetic revision
8340,AND,ECCS,2004,2026-04-01,synthetic revision
8341,AGO,ECCS,2004,2026-04-01,synthetic revision
8342,AIA,ECCS,2004,2026-04-01,synthetic revision
8343,ATG,ECCS,2004,2026-04-01,synthetic revision
8344,ARG,ECCS,2004,2026-04-01,synthetic revision
